id_komentar,nama_akun,tanggal,text_cleaning,sentimen
UgxGFWeCBglO-B0-yyp4AaABAg,Candra Irawan,2023-06-07 09:28:29+00:00,harga mahal coba bikin ukur suv ev harga tara avanza xenia xpander laku harga segitu,0
UgyCq9L53Plz2Djlh_d4AaABAg,Reinaldo Agustio,2023-06-07 09:18:14+00:00,mau laku diskon harga air ev jadi jutaan laku deh klw  jangan  cuma diskon ppn     pajak lain klw nol spy harga mirip harga china sana,1
UgxwWQ6slyW8_GWskGV4AaABAg,Warehouse PopStore,2023-06-07 09:09:47+00:00,jangan samain tidak tidak sama kendara bbm kendara,2
UgxQA2TgmK3ZIPf40k14AaABAg,B GI,2023-06-07 09:02:41+00:00,ora payu bro dagang,1
UgzcanuHNTA6S1w37TZ4AaABAg,Memori WilRay,2023-06-07 08:56:09+00:00,sih tuju banget ada ev   perintah mulai paling   korupsi ikut turun   sering mark up nota bensin perintah bakal kurang hasil bayar isi otomatis bayar negara pln ayo tunjukin serius perintah ajak masyarakat   alih ev mesti perintah duluan pertama ganti semua kendara dinas plat merah seluruh negeri kendara   bbm kitin aza ntar mau   mau infrastruktur spt spklu bakal nambah banyak seluruh negeri otomatis jabat negara bakal ngusahain spklu nambah banyak   ngajak keluarga jalan pake dinas ev ayo gassken,2
Ugx-CiY7tG5OQguRSud4AaABAg,Hasbi Shiddiqi,2023-06-07 08:53:30+00:00,tempat cas sedia dulu,1
UgxS4T-Epw7s650YOM94AaABAg,Orang Bijak,2023-06-07 08:50:16+00:00,sekarang orang butuh fungsi bukan gengsi harga juta kursi minim space harga baterai mahal mending ambil bensin muat rame   khawatir ganti baterai,1
UgzWdSdYFyGtN-uHf_F4AaABAg,I Brightly,2023-06-07 08:43:26+00:00,wah wah wah main bloc news barat nih coba   ev negarq barat anak news barat apa kata,1
Ugz68EwUCNqxRrEW1_R4AaABAg,Catur Win,2023-06-07 08:40:58+00:00,rakyat kecil siap siaga setor pajak sokong kalian orang kaya usaha jabat cinta,1
Ugy7mgcl15qqkK4HWGV4AaABAg,Geraldo,2023-06-07 08:29:06+00:00,gaji dpr dprd dpd alihfungiskan ngomong rakyat biasa   cuma ngomong,1
Ugx2bEItEnBmCqmFb654AaABAg,Kinur jati Nusantara,2023-06-07 08:26:42+00:00,rakyat     murah,0
UgxMZFfOMdGKNwZdLOR4AaABAg,Fahreza Reza,2023-06-07 08:16:44+00:00,mahal bro contoh wuling ev negara   juta an indonesia juta an,0
UgySf9SJldaJ6w9VsvN4AaABAg,Imam Arif,2023-06-07 08:09:44+00:00,pemeerintah tau banyak daerah banjir kok malah dukun kendara,1
UgywgjYi0gl7bX-fVkZ4AaABAg,Anton Jore,2023-06-07 08:04:36+00:00,mikir jual   bbm ndk kurang   mau berfikir proses harus py plan proses,1
UgzXlL9t9Zgbvr98JDh4AaABAg,ilham parhandi,2023-06-07 08:02:07+00:00,emanya kerja gaji juta beli   serius motor   subsidi rakyat jelata mana beli baut makan   kurang bom kontra sekolah anak tambah harga naik semua perintah nyata pihak sama orang kaya  ,1
Ugx3U2SFYBB3mMabinl4AaABAg,yanto sugito,2023-06-07 07:55:29+00:00,sekalipun hemat baterai motor rusak semua hemat sia bahkan harga baterai lebih mahal total hemat lama pakai hargabeli awal lebih mahal biay maintenance lebih mahal banding turbo rawat mesin mesin bensin motor baterai,1
UgzoGt-5gJUFmUFZj4d4AaABAg,GF,2023-06-07 07:50:27+00:00,benar kata anies ,1
UgyGPI7fQM7ApFaA45h4AaABAg,ardhie pramadha,2023-06-07 07:45:56+00:00,moga masyarakat indonesia banyak rejekinya mudah beli erti baik buruk coba,0
UgzCrH6q7NbVmXbI4zd4AaABAg,rahmadgerpol,2023-06-07 07:45:43+00:00,wong rumah   cuman   beli boil apa   jeplak meter subsidi subsidi kendara umum,2
UgwwCwL-PcsddsdxP8l4AaABAg,KFAMA,2023-06-07 07:44:53+00:00,kendara masa depan   laku kurang promosi tv indonesia,1
Ugwx6Pcoyr9VwLLrfYt4AaABAg,Henry Mulyono,2023-06-07 07:44:49+00:00,ilangin dulu pajak beli sm pajak masuk indo rame beli   mulai rame baru mulai adain pajak pelan,1
Ugzwp3aFT5WmnMligFR4AaABAg,Wisnu Bhaskoro,2023-06-07 07:39:56+00:00,infrastruktur kurang mumpuni   dipake jarak jauh   jalan tol mau ngecas   dar dipake buat kerja kota masuk akal jarak jauh bayang infrastruktur butuh stasiun isi umum berapa waktu   habis charge pakai jalan arti siap lahan isi sangat luas invest lahan isi luas taruh besar   demand sedikit pakai antar kota jalan jauh lingkar setan bahkan gera kota kota padat jakarta mungkin banyak orang pilih guna kendara umum banding kendara pribadi spt pribadi,1
UgzYkGj69MD1f4eEDyt4AaABAg,Asta R,2023-06-07 07:39:20+00:00,setor msh kalah jauh sm kubu minyak bumi,1
UgxieWlf1fCMAwJ7X2F4AaABAg,Angus,2023-06-07 07:36:27+00:00,mungkin tidak laku indonesia industri ev malaysia makin terima ramai makin kembang,0
UgxlVPVxbVSlinkVQ6h4AaABAg,Janizam,2023-06-07 07:35:54+00:00,bukan   laku   belum banyak tempat charging ribed ajah habis baterai,1
Ugy-BQrV7m_In0mSqil4AaABAg,Sofia Organic Garden,2023-06-07 07:34:57+00:00,subsidi n motor listri akal rezim  ,2
Ugwv7uWDTM3T1MwfUSt4AaABAg,Lina Siti Aisyah,2023-06-07 07:33:30+00:00,mau masyarakat dp bukan dp ringan ccl besar,0
UgygT7Ynn7qQCrpjrJR4AaABAg,MS Huda,2023-06-07 07:31:33+00:00,jangan subsidi arah beli bagi besar rakyat indonesia banyak bingung cari nafkah penuh butuh hidup harga butuh pokok makin hari makin mahal,1
UgzbxpKIMarQaRh6s_l4AaABAg,N P,2023-06-07 07:30:21+00:00,salah prioritas kendara pakai dulu kendara umum macam bis nyuruh sipil biasa beli ev harga   masuk akal mana realisasi masa harga ev ukur bajaj macam wuling juta    benar    gede calya avanza harga   sampe segitu aneh perintah indo   ngerti nasib ingin rakyat indo sendiri gimana banyak main kalang jabat sih ngiranya semua rakyat gaji macam jabat,1
UgwQINOgtOG3Sv9hnmp4AaABAg,Wawan Gunawan,2023-06-07 07:30:11+00:00,buka   laku   punya duit poko kendara an maju orang orang indonesia ngerasain dampak ekonomi semangat indonesia maju,2
Ugwgy2Eqnxs6ZhtPeEJ4AaABAg,Tiara Aquania,2023-06-07 07:29:42+00:00,masyarakat sensi wuling cino,1
UgwjW5iPUkJUexg5r-B4AaABAg,Margono Margono,2023-06-07 07:28:50+00:00,sejahtera dulu tani ternak sudsidi pupuk pakan ternak teliti tani ternak lebih manfaat rakyat,0
Ugx1OJNiMnJrpTUoMEB4AaABAg,Edupedia,2023-06-07 07:23:38+00:00,    masalah kendara lembap ubah suhu bnyk kendara   sering konslet bukan   design tpi   lembap umur baterainy mudah skali   lama   ubah lingkung gedung   ups taroh ruang suhu dingin bersih buat jaga usia baterai komponen lain,1
UgziyBx2qgREdB1GdNN4AaABAg,MuhammadNurfiFajri Faisal Ismail H.AbdulLatif,2023-06-07 07:21:42+00:00,biasa tar juga paksa,1
UgxaILVlhNnG-HGL12V4AaABAg,Andri,2023-06-07 07:20:58+00:00,aga bego sih jokowi pke subsidi,2
UgxMkS8pzLH1nT3-8SF4AaABAg,Icesand,2023-06-07 07:19:46+00:00,bukan laku produk baru perlu proses dukung infrastruktur proper aftersales andal yakin sang makan cabe pas gigit langsung asa pedas,0
Ugy5Cc8BRPnXnxPENcR4AaABAg,Soe weton oi,2023-06-07 07:18:09+00:00,jalan umum masyarakt dibperbaiki lancat tidak berlobag lagidi nkri,0
UgzhOq-2lWEjjkrVxWF4AaABAg,amir bray,2023-06-07 07:17:16+00:00,kerja kerja kerja kira rakyat banyaj duit,0
Ugw-6K9_l0db9BRg8St4AaABAg,YIS Channel,2023-06-07 07:11:17+00:00,cnbc lama persis metrotipu   deh berita opini balik ala kampret apa pesan capres,1
UgzAT7dFgQtWcQBryI14AaABAg,Dj GEOL,2023-06-07 07:08:34+00:00,masyarakat   butuh pribadi baik transportasi   sedia  lebih  convenient hongkong singapore,2
UgxPhwxuDT8hmxSDTdN4AaABAg,Ranap Wijaya,2023-06-07 07:06:18+00:00,sharusnya   bahan bakar minyak kurang banyak   lari tenaga,1
Ugz2YiYpwSHi5kcjkWR4AaABAg,Karso Indra Offesial.,2023-06-07 07:06:16+00:00,bisnis orang perintah coba klu buat bis adan angkut umum,0
UgygnK75teGhTUbGdfl4AaABAg,DaniAzis Sawanganelok,2023-06-07 07:03:19+00:00,  butuh masyarakat kecil bukan butuh lowong pekerjan,1
Ugw_iGi_HImA0pCWFZd4AaABAg,Novrendy Cahya Paulus,2023-06-07 07:02:00+00:00,seperti jelas butuh masyarakat indonesia akses transportasi publik rata,1
UgxIgFhx0wF6gizScEZ4AaABAg,mur yanto,2023-06-07 07:01:44+00:00,benar   beli subsidi terlalu lama antri,1
Ugy2oCFH1HBU2xhdPL14AaABAg,pedro firmansyah,2023-06-07 06:56:41+00:00,suatu mau   mau laku   bahan bakar fosil makin langka,1
Ugz9qWiVyNZ1WUe5Ioh4AaABAg,dimitri fox,2023-06-07 06:54:09+00:00,alhamdulillah  moga  allah hancur akal bulus si rejim jokowi,0
UgzZUan7OBjRI59-4-F4AaABAg,mu'ammal hamidy,2023-06-07 06:53:50+00:00,    jutaan tidak beli,1
UgxUClN1E3NMPR4n1NF4AaABAg,ahmad bahtiar,2023-06-07 06:51:16+00:00,promo ev harga langit   tadi mau beli   malah mikir pilih second,0
UgzSqTls4E7ieP6mm7x4AaABAg,Paiman Jono,2023-06-07 06:49:00+00:00,begini bkn   laku   harga   model   laku     memilki fasilitas umum,0
UgySF7ucAmLbirZZjwx4AaABAg,heru setyadji utomo,2023-06-07 06:48:55+00:00,onderdil mahal baterai dahulu jangkau,1
Ugxm4zvf8f8wU2LCnY54AaABAg,Ido Cipp,2023-06-07 06:47:45+00:00,fasilitas banyak belum dukung alasanya,0
Ugyn1nrgGnlT6LBymWZ4AaABAg,Qylk,2023-06-07 06:47:38+00:00,memang perlu kendara pribadi properti krusial harga relatif mahal bahan bakar   subsidi jelas buang buang kas negara negara maju pedestrian pada orang orang cukup jalan kaki naik transport umum guna alternatif murah lain cukup penuh perlu lokasi ingin,1
Ugzi6wxceJ4Ruql32Wp4AaABAg,Yusak Mario,2023-06-07 06:46:40+00:00,sebab karna kurang paham masyarakat lebih ev cuma mikir ev bebas karbon paham lebih contoh a ev   kuat nanjak mohon maaf ev rata rata torsi mesin besar torsi pakai tanjak bukan daya kuda hp b ev sedia orderdil jarang ev hampir bilang fre maintenance karna gerak pakai dinamo ada pernah servis bulan kipas angin ganti oli kipas angin tiap bulan ev susah kalaupun ganti biasa baterai itu jangka waktu lama sisa komponen umum misal ganti ban kampas rem jual sedia c harga charging ev mahal   banyak bahas ngetes boros boros ev lebih irit combustion engine jarak jelajah ev pendek jarak jelajah ev uang sanggup bayar ev sanggup km sekali jelajah masalah sanggup   beli inti tanya tanya gambar paham masyarakat ev bagus harga ev jangkau harga wuling air ev merk china ukur   lebih besar bajaj harga tara versi tinggi city car jepang brio agya gr malah low mpv varian rendah sama sekali value for money,1
UgwlOAaY_8bEXG43B154AaABAg,Dudi Junaedi,2023-06-07 06:45:23+00:00,duh kasi jabat   calon rugi deh,1
UgzprX42iJBvTnegBJR4AaABAg,s b,2023-06-07 06:45:00+00:00,bgga   murah ngechargenya juga msh bikjn dagdigder ad nggz daerah tuju cb bw ciwidey trus arah pantai banten pssti mikir   soal   sepeda jaya dimna mana sel kayaj viar dk,2
UgxY0mHl-7YG6D15J-d4AaABAg,Beno b,2023-06-07 06:38:35+00:00,ayo dukung esemka,0
Ugx770AYp621vgy-kx14AaABAg,yunanri wijaya,2023-06-07 06:37:50+00:00,narasumber pro   solusi,0
UgwVk6m_rnZ0_IWSVJR4AaABAg,Randi Tiawan,2023-06-07 06:36:23+00:00,harga mahal batrenya sangat mahal walaupun murah   harga sangat mahal mending pilih bensin biaya bensin tahun lebih murah   harga batrei juta ganti tahun sekali,0
UgylR0a6o7kUQfUR4sJ4AaABAg,Jisong Studio,2023-06-07 06:34:14+00:00,hm   ev mau cepet laku duit buat subsidi lcgc mending hapus buat ada spklu lebih baru subsidi sebut alih ev,0
UgyRO987fjnw0QPZ-194AaABAg,siloja loja,2023-06-07 06:32:22+00:00,subsidi alih blt lumayan beli bensin liter per   bulan baru pihak rakyat kecil usaha biar karna uang banyak demokrat partai wong kecil,1
UgwfZHmM0dtnB6zknwF4AaABAg,Ahmad Basuki,2023-06-07 06:30:41+00:00,yng ingin rakyat beli kendara tpi   pajak,1
UgzaFKQVgqCquvwNE9l4AaABAg,Gudang Music Project,2023-06-07 06:29:22+00:00,subsidi tepat sasar maaf,1
Ugyr5l8Bh-P07QjI6yR4AaABAg,dosen senior indonesia,2023-06-07 06:29:18+00:00,laku indonesia bakal asal harga mahal mahal jangkau tentunmahal,0
UgxHWWsnNUnV6gQLWmR4AaABAg,Samuel Zhang,2023-06-07 06:29:16+00:00,dululah indonesia ev hibrid   dulu  jangan  beli ev motor ribet ngecharge,1
Ugyh21wnhRQC2CQnQ9N4AaABAg,Roel11,2023-06-07 06:26:50+00:00,cuma syarat indonesia maju hukum mati koruptor,1
Ugy7QgcvT1u4UYgznOJ4AaABAg,Waris Andayani,2023-06-07 06:21:34+00:00,ri negara korup nomer dunia gin jabat sandiwara terus,1
UgxKjzKwdf-Xqfw0wQV4AaABAg,pandu wiguna,2023-06-07 06:18:29+00:00,  mau pabrikan toyota ev   toyota,0
Ugz_KeUR5jlykJmVbap4AaABAg,Dandi Maulana,2023-06-07 06:18:10+00:00,spertinya   untuk   tinggl plosok stasiun isi blum biaya service mungkin mahal tukang teknisi bukan mekanik,1
Ugzp_s21433bJdo0mQp4AaABAg,Rey,2023-06-07 06:17:37+00:00,  batre rusak tara ganti bos,0
UgypCY9vLqG6-pzybmt4AaABAg,Anif Wijayanto,2023-06-07 06:17:07+00:00,butuh proses dukung bukan lemah wong tuju masuk akal positif kaum oposisi cuma jual kata kata mulus ambisi politik,1
UgzyAtDTpNPlRF_9qb54AaABAg,Dony Don,2023-06-07 06:12:51+00:00,dikatain bodoh ntr marah lapor polisi bilang cerdas   cocok hadew,1
UgyEdAyP5ehYzf8n0at4AaABAg,Frane Xavi,2023-06-07 06:11:22+00:00,harga sama pilih   lebih aman,0
Ugw7uLA-obNwqCP25SV4AaABAg,Hutadi Lufik,2023-06-07 06:09:50+00:00,laah mau transisi   mahal spek gabisa lebih tanding apa     edar  sekarang    kata manusia indo goblok kyk dulu buta informasi gausa deh cntoh kecil hp     harga bawah juta milih hp    orang  hari nyari info segi spek n budget maksimal uang brg   rasa pantas dapat pdahal cukup jam   didapetin info aplg manusia indo rata fanatik avanza pas ngeliat hanya tumpang gabutuh  lihat  spek gabutuh nyari informasi udh lgsung skip   tengah atas dikit ngebandinginnya paling sama inova   gabisa lebih fix skip ujung manusia indo paling maksimal   alih,1
Ugz43hvRQ3f-7UYXOHh4AaABAg,gumilang,2023-06-07 06:08:50+00:00,sulit bisnis baru dulu buat solusi,0
UgwLY1z5dzMDjPf8Eyp4AaABAg,Ismail Hawari,2023-06-07 06:03:56+00:00,rakyat lebih butuh subsidi bbm didik sehat rakyat kecil   beli   subsidi baru mau  orang  kaya  kok  subsidi gelo,1
UgwCaCwXm0r09v7HEK94AaABAg,Joedy,2023-06-07 06:03:18+00:00,kepingin kendara laku jual kendara kurang lebih sama kendaran non banyak stasiun stasiun tukar baterai paham,1
UgwHfuPgiCFcpBdWZoZ4AaABAg,bahlul,2023-06-07 06:03:15+00:00,indonesia negara miskin th bangke,1
UgzUtUBwPF8jS6Bo-3V4AaABAg,kus mai,2023-06-07 05:59:54+00:00,kirain esemka tidak tahu cina,2
UgwpUouI7d_JjemXNHt4AaABAg,terano,2023-06-07 05:59:53+00:00,subsidi   jelas jalan banyak bolong mikirin subsidi,1
UgyNFTCXNxtzVzSkTJZ4AaABAg,Aries Tito,2023-06-07 05:59:44+00:00,harus perintah tau mslh utama  jangan  tutup mslh tsb hingga smpai trlihat linglung knp   laku hayo mslh apa masa pinteran bel drpd perintah,1
UgyOLZdIwRo-Y3c194R4AaABAg,Arnval Exodus,2023-06-07 05:58:18+00:00,banyak desain kurang wah sih,0
UgwPlOsZjW6f91Y6so94AaABAg,Miyama Shonzo,2023-06-07 05:56:26+00:00,jalan rusak banyak banyak rakyat miskin,1
Ugx51_tPtPMZqRKNXfd4AaABAg,Felix Tobing,2023-06-07 05:56:09+00:00,bijak terlalu jawasentris sedia infrastruktur dukung luar jawa sangat minim sebab duduk luar jawa minim bahkan hampir tarik milik kendara harap infrastruktur dukung dulu banyak baru warga ragu alih ev,1
Ugw-rxIQJeZoK-5dPHl4AaABAg,dacii mini,2023-06-07 05:53:35+00:00,insentif pajak buat apa   harga awal juta indonesia jadi juta situ waras mau nipu pakai sebut insentif pajak mau nipu rakyat,0
UgyqJcwCkhht1MlM7Pl4AaABAg,bakron arafat,2023-06-07 05:53:05+00:00,hidrogen masa depan dunia,1
UgxBy0zHz62ETgEKvJl4AaABAg,Abas77 100,2023-06-07 05:52:59+00:00,lama ngcassnya batrai   awet jam keluh,2
Ugz8uyDx5LgUKAU1yT94AaABAg,Skt Brown,2023-06-07 05:51:42+00:00,masalah ukur harga jangkau perintah beda jauh arti harga jangkau masyarakat kata perintah jutaan jangkau wuling ev masyrakat motor   jutaan beli cicil itu banyak macet cicil mimpi basah siang bolong   laku,1
Ugyfif42r8WlFRkXCmh4AaABAg,UH UH UH 🗿👍,2023-06-07 05:48:32+00:00,bagaimana rakyat mau beli infrastruktur isi baterai percuma,1
UgyERV3LmfcS7dcr3OV4AaABAg,Agus,2023-06-07 05:44:53+00:00,orang indonesia msh bnyk   kere siapa   mau beli dapat warga rata rata per kapita per bulan juta,1
Ugw8pvEIi2Hb3hX6jap4AaABAg,Lord Luhut,2023-06-07 05:40:47+00:00,wong rakyat cari kerja susah jual susah kok   laku benerin duru uang rakyat apa apa laku contoh china,1
UgyYBEYaJEMbcLWRAvl4AaABAg,Gm Godam,2023-06-07 05:40:20+00:00,  gratis laku kendara   masalah mana gratis produksi   pake batubara sama   polusi ajar mixue sasar kendara daerah pinggir indonesia lalu buat fastcharge tiap beberapa kilometer mulai bangun bangkit ramah lingkung tiap desa paling isi daya motor gratis,0
UgzwJuna2Y401ovWLu14AaABAg,nitta,2023-06-07 05:37:14+00:00,laku pabrikan larang atur dunia mesin stop produksi baru alih,1
UgzhO1jtu7tWZ88guJF4AaABAg,THE BEST STAR IN THE SKY,2023-06-07 05:37:01+00:00,masyarakat bilang mau beli duit cukup buat butuh hari hari mimpi semua orang mampu beli sb   nyata masyarakat hutang terus tambah lunas   bikin keluarga derita solusi   baik   butuh masyarakat lapang kerja   baik layak,1
UgzD6zddUXM5DzgPIJB4AaABAg,Rigo Futra,2023-06-07 05:36:22+00:00,hadiah kn seluruh rakyat ludes hsbis tangan ter bukak terima,1
UgxQeeQcfDCJtnzD6QB4AaABAg,nico sepma,2023-06-07 05:35:43+00:00,tempat isi utama,1
UgyWQQehEIQRokiO-VF4AaABAg,Hari,2023-06-07 05:35:07+00:00,kota besar luar   laku jalan indonesia bukan sprti barat eropa masalah terminal charging,1
UgwhvM0556XnIPGyccB4AaABAg,aryoo tidjo,2023-06-07 05:35:05+00:00,kelas tengah suka lebih irit ongkos lebih boros pke bensin,1
Ugzfx1MI4rEKOcgK1-t4AaABAg,Robert Kusuma,2023-06-07 05:33:55+00:00,dulu pernah laku merknya tamiya,2
Ugy-QOiy9ossbNU7F094AaABAg,yulianto rahardjo,2023-06-07 05:31:05+00:00,ev   nanjak plus stop go tanjak mogok tengah jalan gara gara quality control mumpuni kayak   tahun depan baru ganti konversi ev,1
UgwQfSlQeu2izWsMBEd4AaABAg,Mas Sugeng,2023-06-07 05:30:08+00:00,bijak   pro wong cilik,1
Ugy_ZROkDz06eEFY92N4AaABAg,digigaming,2023-06-07 05:25:58+00:00,specnya jelek     mau beli batre pake sewa asu,1
UgwWrFMiyk6LlesF4et4AaABAg,Biank Kerock,2023-06-07 05:24:50+00:00,banyak khawatir   sering tanya masyarakat adahulu sedia spklu harap realisasi cepat spklu segera laku perintah dmana kmrn ud mou dg swata   cepat edukasi kpd masyarakat baik perintah maupun dealer dg sales banyak mis informasi masyarakat ttg ev khusus       edar indonesia ev wuling air ev ioniq dua brand sama beri garansi baterai th ganti baterai sifat parsial sbg contoh   wuling air ev harga an harga baterai juta part ato juta al part   hrga hilir ekosistem ev jalan harap harga baterai turun shg harga baterai kecil brand minded   susah   ubah tinggal produk jepang   edar buat masyarakat ragu   segera alih ev,1
Ugy1wCQE7f906LEB77t4AaABAg,benito mouselini,2023-06-07 05:23:24+00:00,masalah baterai doank yakin batrai nikel kuat dipake kendara mikir jing orang orang beli kendara cuman parkir garasi paling dipake minggu sekali batrai kendara parkir garasi malah ancur enak pake bbm sekalipun parkir garasi tahun tahun   masalah paling ganti aki doank   kena banjir milik kendara ev nang pojok ganti batrai part ada   jelas,1
UgxVepBalC3dTg-oFAh4AaABAg,yoseph baktiar,2023-06-07 05:23:17+00:00,sebenernya si bukan   laku hubung harga relatif mahal sama karna nyaman pake kendara konvensional alam nyupirin bos pake depok sudirman asli nyaman banget bilang irit batrenya,0
UgxxcEyHsxzzssa6dkR4AaABAg,Yondra 22,2023-06-07 05:21:51+00:00,pembnagkit pake pltu   cari lingkung apa batubara bahan     baharu rakyat banyak pake kendara   bayar naik baik perintah perlu kaji   lebih matang jangan asal bikin bijak rakyatjuga   bikin susah,1
UgzUCN_FrRIQwHDlxYN4AaABAg,For YouTube,2023-06-07 05:20:01+00:00,hm terlalu penting masyarakat mau kerja n gaji   layak rumah tempat tinggal   beli,1
Ugwpvg1HT2yTz2rcSJR4AaABAg,Thomas Bondan Tyas,2023-06-07 05:19:46+00:00,  butuh motor butuh sembako murah,1
Ugyejvgj765-0exbAId4AaABAg,Achmad Marendes,2023-06-07 05:19:21+00:00,unit tahun naik unit arti naik tinggi dong,1
UgxzDsRW9AcVS2ZYDDh4AaABAg,Muhammad rafii Rafii,2023-06-07 05:15:35+00:00,indonesia jln bnyk   hancur tinggu jln semua mulus baru ku beli,1
Ugx0xKVahb1Hg_HlAd14AaABAg,DodolF FZ,2023-06-07 05:13:42+00:00,jugaa banyak pake batubara jugaa mau ganti jugaa sama  ,0
UgwI1yHapIRxpovECj94AaABAg,fany oktavia,2023-06-07 05:12:37+00:00,nih wajah orang   hobi bikin rakyat susah,1
UgxgC_7uBzCBQ0H-wIJ4AaABAg,JKT45,2023-06-07 05:11:19+00:00,orang papua asmat kalu   salah rela motor dimodip motor lebih murah biyaya,2
UgyEUTL579zU7loER194AaABAg,Budi Prasetia,2023-06-07 05:11:12+00:00,  mau laris tutup semua spbu misal jakarta jalan jakarta pake kendara   bahan bakar minyak otomatis kendara laris manis,2
Ugy37pvJ8qKzO-HoqBB4AaABAg,~tan.xin.jin88,2023-06-07 05:10:18+00:00,  milik pertama tiap milik gratis niscaya laris manis,0
Ugy8zcW6zdKpiggI9yp4AaABAg,games,2023-06-07 05:07:55+00:00,lemah mahal kurang luas sempit tidak pakai mudik lebaran boro boro ngecas lama jam mending isi bensin cuma   nyampe menit bayangin   mudik waktu lebaran hari raya isi bensin   ngantrinya lama minta ampun apa hari baru jatah isi kurang tenaga bawa tumpang ful banyak barang   berat tanjak ingat indonesia banyak daerah dikelilingin bukit bukit gunung gunung   tinggi resiko celaka lebih keri batre lithium rusak parah bakar bensin bensin   cela waktu tumpang bakar cari tolong cari air     bakar api kimia lithium trus tambah kaku setrum tempat gosong   nyebur air sungai danau dahulu lebih selamat bbm ketimbang mahal mahal   pas dimurahin speknya rang apa kabar wuling ni orang kaya milik usaha mikirin apa sih   mau cepat laku spek tinggi jual murah ini akibat pikir butuh konsumen buzernya bilang    orang  miskin   mampu beli mending diam   rakyat   ngarep mahal laku keras   paksa nafsulu masuk mulut  orang  mulut lebih fungsi ketimbang telinga akibat dengar butuh masyarakat jelas   laku mending jual barang bekas   bukan nengebantu hidup malah nyusahin hidup boro boro  orang  kaya beli dara lebih milih super kar suara kenalpotnya geber geber kendara nyetrum  orang  pasang speaker gede dengar knalpot iya   peduli perintah alih kendara tawar program kredit kendara ramah dompet awal rb juta kredit bulan jadi rb bulan rasa perlu perintah usaha mahal mahal sewa aktor pasang iklan bakal ludes laku semua itu perintah peduli lingkung bukan cari untung banyak cari untung tipis tipis   peduli lingkung moga dibales,1
UgwGdL5cZEiuxFPC7tx4AaABAg,ZiluxGT7,2023-06-07 05:07:24+00:00,bentuk krna   baru kalem   insyallah,0
Ugzl6FCxI31ZlmfgZHd4AaABAg,South Java,2023-06-07 05:06:05+00:00,harga batre sangat mahal ng sistim tukar batre khawatir habis jalan bengkel belum rata,1
UgxdE_pCOZRwQP7CeqR4AaABAg,Village Palace,2023-06-07 05:05:39+00:00,indonesia mau   bagus murah fitur banyak coba bikin juta an bawah laku keras,0
Ugzb3htB3FKL1dsx51B4AaABAg,Kakak Adek,2023-06-07 05:02:35+00:00,ingin masyarakat to bbm sembako murah bukan kendara banyak kyk mn   macet total,1
Ugywp4V1FG9EFRJfifd4AaABAg,Novan Bagus Haryanto,2023-06-07 05:02:31+00:00,wajar inovasi ubah fase paling susah terima ubah tsb iring waktu terima   sendiri iring kembang sarana prasarana policy,0
Ugys881q1kW0eK3QiRl4AaABAg,putra kalimantan1922,2023-06-07 05:02:12+00:00,coba   kendara umum dulu digati kendaran lisrik bus dahulu,0
UgyD69xuMBgjkUcE4qR4AaABAg,Wahyu Nurfaizi,2023-06-07 05:01:34+00:00,andai carger pake powerbank mungkin minat,0
UgxQTPTm891HS-aJqDR4AaABAg,James Dhe,2023-06-07 05:00:58+00:00,benerin jalan dahuluu baru transportasi jalan ancur ancur,2
UgzXNYpcibBtDHOS24R4AaABAg,Jaka Rio Permadi,2023-06-07 05:00:45+00:00,jelek mahal siapa   mau,1
UgwK_q-UVCbW2Q6ejgd4AaABAg,Patrick,2023-06-07 05:00:25+00:00,kendara bentuk design aneh   cocok buat selera indonesia,0
Ugz-1Fsv2--iK_tMAOR4AaABAg,Septiana Maha Dewi,2023-06-07 04:57:27+00:00,cocok daerah gunung penuh hutan tidakut mogok kuat nanjak,1
Ugxod0ekBT2Pu-_h9bV4AaABAg,ill missstr,2023-06-07 04:57:10+00:00,tidak mampu beli,1
UgwpO5epMvUsPzACH6t4AaABAg,Mohamad Bagus,2023-06-07 04:56:10+00:00,paksa kendara perut rakyat banyak   lapar harus perut dulu penuh baru kendara pikir sederhana roket,1
UgwdZqu2yzfRuYJ5tUh4AaABAg,Johandi Suryadi,2023-06-07 04:54:50+00:00,kurang laku negara kembang negara maju banyak minat,0
UgyB3W7MBrlnHS5TWLZ4AaABAg,camp david,2023-06-07 04:53:51+00:00,biaya mahal belum biaya pasang ev charging rumah   mahal station isi daya juga belum banyak lebih baik perintah utama   kendara angkut umum dulu banyak angkut umum lebih utama,0
UgwG3WzoB5GKjsswYWl4AaABAg,GRAGAS,2023-06-07 04:52:49+00:00,segera hapus pelan jumlah spbu bbm,1
Ugw1nE-H0S10h5kqyQF4AaABAg,Gabriel F. G,2023-06-07 04:51:35+00:00,mahal   model   bagus hargany juta atas   model biasa itu juta keats juga,1
UgweZR0aKu6nV9sd4b14AaABAg,Hobi Warga channel,2023-06-07 04:50:53+00:00,cuma punya sepeda tahun,2
UgxQhRbkvQuhplL377d4AaABAg,Xerad Zebua,2023-06-07 04:49:35+00:00,  cepat isi tempat isi bnyak bnyak   mau,1
